"intersection1","intersection2","Address","Year","Month","Direction","Coordinates","Intersection ID","Filename"
"Margraff Alley "," East Blenkner Street","504-506 S Lazelle St, Columbus, OH 43206, USA","2020","11","SW","39.952215,-82.994810","288","Margraff Alley & East Blenkner Street~504-506 S Lazelle St, Columbus, OH 43206, USA~2020-11~SW~39.952215,-82.994810~id-288.jpg"
"Margraff Alley "," East Blenkner Street","507 S 4th St, Columbus, OH 43206, USA","2020","11","SE","39.952215,-82.994810","288","Margraff Alley & East Blenkner Street~507 S 4th St, Columbus, OH 43206, USA~2020-11~SE~39.952215,-82.994810~id-288.jpg"
"Mohawk Street "," Alexander Alley","692 Mohawk St, Columbus, OH 43206, USA","2020","11","NE","39.948378,-82.993543","136","Mohawk Street & Alexander Alley~692 Mohawk St, Columbus, OH 43206, USA~2020-11~NE~39.948378,-82.993543~id-136.jpg"
"Mohawk Street "," Alexander Alley","699 Mohawk St, Columbus, OH 43206, USA","2020","11","SE","39.948378,-82.993543","136","Mohawk Street & Alexander Alley~699 Mohawk St, Columbus, OH 43206, USA~2020-11~SE~39.948378,-82.993543~id-136.jpg"
"Mohawk Street "," Concord Place","911 Mohawk St, Columbus, OH 43206, USA","2022","10","NW","39.943875,-82.992607","144","Mohawk Street & Concord Place~911 Mohawk St, Columbus, OH 43206, USA~2022-10~NW~39.943875,-82.992607~id-144.jpg"
"Mohawk Street "," Concord Place","914 Mohawk St, Columbus, OH 43206, USA","2022","10","NE","39.943875,-82.992607","144","Mohawk Street & Concord Place~914 Mohawk St, Columbus, OH 43206, USA~2022-10~NE~39.943875,-82.992607~id-144.jpg"
"Mohawk Street "," Concord Place","922 Mohawk St, Columbus, OH 43206, USA","2022","10","E","39.943875,-82.992607","144","Mohawk Street & Concord Place~922 Mohawk St, Columbus, OH 43206, USA~2022-10~E~39.943875,-82.992607~id-144.jpg"
"Mohawk Street "," Concord Place","923 Mohawk St, Columbus, OH 43206, USA","2022","10","SW","39.943875,-82.992607","144","Mohawk Street & Concord Place~923 Mohawk St, Columbus, OH 43206, USA~2022-10~SW~39.943875,-82.992607~id-144.jpg"
"Mohawk Street "," East Blenkner Street","195 E Livingston Ave, Columbus, OH 43215, USA","2022","10","NE","39.952162,-82.993414","141","Mohawk Street & East Blenkner Street~195 E Livingston Ave, Columbus, OH 43215, USA~2022-10~NE~39.952162,-82.993414~id-141.jpg"
"Mohawk Street "," East Blenkner Street","195 E Livingston Ave, Columbus, OH 43215, USA","2022","10","SE","39.952162,-82.993414","141","Mohawk Street & East Blenkner Street~195 E Livingston Ave, Columbus, OH 43215, USA~2022-10~SE~39.952162,-82.993414~id-141.jpg"
"Mohawk Street "," East Blenkner Street","511 Mohawk St, Columbus, OH 43206, USA","2022","09","NW","39.952146,-82.993480","141","Mohawk Street & East Blenkner Street~511 Mohawk St, Columbus, OH 43206, USA~2022-09~NW~39.952146,-82.993480~id-141.jpg"
"Mohawk Street "," East Blenkner Street","515 Mohawk St, Columbus, OH 43206, USA","2022","09","SW","39.952146,-82.993480","141","Mohawk Street & East Blenkner Street~515 Mohawk St, Columbus, OH 43206, USA~2022-09~SW~39.952146,-82.993480~id-141.jpg"
"Mohawk Street "," East Columbus Street","770 Mohawk St, Columbus, OH 43206, USA","2019","11","N","39.946803,-82.993057","145","Mohawk Street & East Columbus Street~770 Mohawk St, Columbus, OH 43206, USA~2019-11~N~39.946803,-82.993057~id-145.jpg"
"Mohawk Street "," East Columbus Street","771 Mohawk St, Columbus, OH 43206, USA","2022","10","NW","39.946707,-82.993161","145","Mohawk Street & East Columbus Street~771 Mohawk St, Columbus, OH 43206, USA~2022-10~NW~39.946707,-82.993161~id-145.jpg"
"Mohawk Street "," East Columbus Street","779 Mohawk St, Columbus, OH 43206, USA","2020","11","S","39.946779,-82.993269","145","Mohawk Street & East Columbus Street~779 Mohawk St, Columbus, OH 43206, USA~2020-11~S~39.946779,-82.993269~id-145.jpg"
"Mohawk Street "," East Columbus Street","780 Mohawk St, Columbus, OH 43206, USA","2019","11","S","39.946803,-82.993057","145","Mohawk Street & East Columbus Street~780 Mohawk St, Columbus, OH 43206, USA~2019-11~S~39.946803,-82.993057~id-145.jpg"
"Mohawk Street "," East Frankfort Street","723 Mohawk St, Columbus, OH 43206, USA","2022","10","NW","39.947614,-82.993380","138","Mohawk Street & East Frankfort Street~723 Mohawk St, Columbus, OH 43206, USA~2022-10~NW~39.947614,-82.993380~id-138.jpg"
"Mohawk Street "," East Frankfort Street","723 Mohawk St, Columbus, OH 43206, USA","2022","10","W","39.947658,-82.993395","139","Mohawk Street & East Frankfort Street~723 Mohawk St, Columbus, OH 43206, USA~2022-10~W~39.947658,-82.993395~id-139.jpg"
"Mohawk Street "," East Frankfort Street","730 Mohawk St, Columbus, OH 43206, USA","2022","10","E","39.947658,-82.993395","138","Mohawk Street & East Frankfort Street~730 Mohawk St, Columbus, OH 43206, USA~2022-10~E~39.947658,-82.993395~id-138.jpg"
"Mohawk Street "," East Frankfort Street","730 Mohawk St, Columbus, OH 43206, USA","2022","10","NE","39.947658,-82.993395","138","Mohawk Street & East Frankfort Street~730 Mohawk St, Columbus, OH 43206, USA~2022-10~NE~39.947658,-82.993395~id-138.jpg"
"Mohawk Street "," East Frankfort Street","730 Mohawk St, Columbus, OH 43206, USA","2022","10","NE","39.947658,-82.993395","139","Mohawk Street & East Frankfort Street~730 Mohawk St, Columbus, OH 43206, USA~2022-10~NE~39.947658,-82.993395~id-139.jpg"
"Mohawk Street "," East Frankfort Street","739-741 Mohawk St, Columbus, OH 43206, USA","2022","10","S","39.947614,-82.993380","138","Mohawk Street & East Frankfort Street~739-741 Mohawk St, Columbus, OH 43206, USA~2022-10~S~39.947614,-82.993380~id-138.jpg"
"Mohawk Street "," East Livingston Avenue","185 E Livingston Ave, Columbus, OH 43215, USA","2022","10","SW","39.952631,-82.993417","142","Mohawk Street & East Livingston Avenue~185 E Livingston Ave, Columbus, OH 43215, USA~2022-10~SW~39.952631,-82.993417~id-142.jpg"
"Mohawk Street "," East Livingston Avenue","195 E Livingston Ave, Columbus, OH 43215, USA","2022","10","SE","39.952631,-82.993417","142","Mohawk Street & East Livingston Avenue~195 E Livingston Ave, Columbus, OH 43215, USA~2022-10~SE~39.952631,-82.993417~id-142.jpg"
"Mohawk Street "," East Whittier Street","156 E Whittier St, Columbus, OH 43206, USA","2024","06","NW","39.944379,-82.992711","146","Mohawk Street & East Whittier Street~156 E Whittier St, Columbus, OH 43206, USA~2024-06~NW~39.944379,-82.992711~id-146.jpg"
"Mohawk Street "," East Whittier Street","171 Mohawk St, Columbus, OH 43206, USA","2024","06","SE","39.944379,-82.992711","146","Mohawk Street & East Whittier Street~171 Mohawk St, Columbus, OH 43206, USA~2024-06~SE~39.944379,-82.992711~id-146.jpg"
"Mohawk Street "," East Whittier Street","888 Mohawk St, Columbus, OH 43206, USA","2024","06","NE","39.944379,-82.992711","146","Mohawk Street & East Whittier Street~888 Mohawk St, Columbus, OH 43206, USA~2024-06~NE~39.944379,-82.992711~id-146.jpg"
"Mohawk Street "," East Whittier Street","899 1_2 Mohawk St, Columbus, OH 43206, USA","2024","06","SW","39.944379,-82.992711","146","Mohawk Street & East Whittier Street~899 1_2 Mohawk St, Columbus, OH 43206, USA~2024-06~SW~39.944379,-82.992711~id-146.jpg"
"Mohawk Street "," East Willow Street","60 Willow St, Columbus, OH 43206, USA","2019","09","SW","39.950267,-82.993627","140","Mohawk Street & East Willow Street~60 Willow St, Columbus, OH 43206, USA~2019-09~SW~39.950267,-82.993627~id-140.jpg"
"Mohawk Street "," East Willow Street","601 Mohawk St, Columbus, OH 43206, USA","2019","09","NW","39.950267,-82.993627","140","Mohawk Street & East Willow Street~601 Mohawk St, Columbus, OH 43206, USA~2019-09~NW~39.950267,-82.993627~id-140.jpg"
"Mohawk Street "," East Willow Street","601 Mohawk St, Columbus, OH 43206, USA","2022","09","NE","39.950227,-82.993631","140","Mohawk Street & East Willow Street~601 Mohawk St, Columbus, OH 43206, USA~2022-09~NE~39.950227,-82.993631~id-140.jpg"
"Mohawk Street "," East Willow Street","610 Mohawk St, Columbus, OH 43206, USA","2019","09","SE","39.950267,-82.993627","140","Mohawk Street & East Willow Street~610 Mohawk St, Columbus, OH 43206, USA~2019-09~SE~39.950267,-82.993627~id-140.jpg"
"Mohawk Street "," Jackson Street","188 Jackson St, Columbus, OH 43206, USA","2022","09","SW","39.951688,-82.993511","137","Mohawk Street & Jackson Street~188 Jackson St, Columbus, OH 43206, USA~2022-09~SW~39.951688,-82.993511~id-137.jpg"
"Mohawk Street "," Jackson Street","188 Jackson St, Columbus, OH 43206, USA","2024","06","N","39.951707,-82.993433","137","Mohawk Street & Jackson Street~188 Jackson St, Columbus, OH 43206, USA~2024-06~N~39.951707,-82.993433~id-137.jpg"
"Mohawk Street "," Jackson Street","529 Mohawk St, Columbus, OH 43206, USA","2022","09","NW","39.951688,-82.993511","137","Mohawk Street & Jackson Street~529 Mohawk St, Columbus, OH 43206, USA~2022-09~NW~39.951688,-82.993511~id-137.jpg"
"Mohawk Street "," Jackson Street","542 Mohawk St, Columbus, OH 43206, USA","2024","06","S","39.951707,-82.993433","137","Mohawk Street & Jackson Street~542 Mohawk St, Columbus, OH 43206, USA~2024-06~S~39.951707,-82.993433~id-137.jpg"
"Mohawk Street "," Lansing Street","150 Lansing St, Columbus, OH 43206, USA","2020","11","NE","39.945197,-82.992798","148","Mohawk Street & Lansing Street~150 Lansing St, Columbus, OH 43206, USA~2020-11~NE~39.945197,-82.992798~id-148.jpg"
"Mohawk Street "," Lansing Street","847 Mohawk St, Columbus, OH 43206, USA","2020","11","NW","39.945192,-82.992866","148","Mohawk Street & Lansing Street~847 Mohawk St, Columbus, OH 43206, USA~2020-11~NW~39.945192,-82.992866~id-148.jpg"
"Mohawk Street "," Lansing Street","856 Mohawk St, Columbus, OH 43206, USA","2020","11","SE","39.945197,-82.992798","148","Mohawk Street & Lansing Street~856 Mohawk St, Columbus, OH 43206, USA~2020-11~SE~39.945197,-82.992798~id-148.jpg"
"Mohawk Street "," Lansing Street","857 Mohawk St, Columbus, OH 43206, USA","2020","11","SW","39.945169,-82.992865","148","Mohawk Street & Lansing Street~857 Mohawk St, Columbus, OH 43206, USA~2020-11~SW~39.945169,-82.992865~id-148.jpg"
"Mohawk Street "," Reinhard Avenue","172-174 Reinhard Ave, Columbus, OH 43206, USA","2022","10","NE","39.943398,-82.992500","147","Mohawk Street & Reinhard Avenue~172-174 Reinhard Ave, Columbus, OH 43206, USA~2022-10~NE~39.943398,-82.992500~id-147.jpg"
"Mohawk Street "," Reinhard Avenue","935 Mohawk St, Columbus, OH 43206, USA","2022","10","NW","39.943398,-82.992500","147","Mohawk Street & Reinhard Avenue~935 Mohawk St, Columbus, OH 43206, USA~2022-10~NW~39.943398,-82.992500~id-147.jpg"
"Mohawk Street "," Unknown","699 Mohawk St, Columbus, OH 43206, USA","2015","11","NW","39.948410,-82.993534","143","Mohawk Street & Unknown~699 Mohawk St, Columbus, OH 43206, USA~2015-11~NW~39.948410,-82.993534~id-143.jpg"
"Mohawk Street "," Unknown","699 Mohawk St, Columbus, OH 43206, USA","2015","11","SW","39.948410,-82.993534","143","Mohawk Street & Unknown~699 Mohawk St, Columbus, OH 43206, USA~2015-11~SW~39.948410,-82.993534~id-143.jpg"
"Nursery Lane "," Blackberry Alley","210 Nursery Ln, Columbus, OH 43206, USA","2024","06","NW","39.938884,-82.989924","112","Nursery Lane & Blackberry Alley~210 Nursery Ln, Columbus, OH 43206, USA~2024-06~NW~39.938884,-82.989924~id-112.jpg"
"Nursery Lane "," Blackberry Alley","234 Nursery Ln, Columbus, OH 43206, USA","2024","06","NE","39.938884,-82.989924","112","Nursery Lane & Blackberry Alley~234 Nursery Ln, Columbus, OH 43206, USA~2024-06~NE~39.938884,-82.989924~id-112.jpg"
"Nursery Lane "," Jaeger Street","1161 Jaeger St, Columbus, OH 43206, USA","2024","06","NW","39.938952,-82.990718","114","Nursery Lane & Jaeger Street~1161 Jaeger St, Columbus, OH 43206, USA~2024-06~NW~39.938952,-82.990718~id-114.jpg"
"Nursery Lane "," Jaeger Street","1164 Jaeger St, Columbus, OH 43206, USA","2024","06","NE","39.938909,-82.990722","114","Nursery Lane & Jaeger Street~1164 Jaeger St, Columbus, OH 43206, USA~2024-06~NE~39.938909,-82.990722~id-114.jpg"
"Nursery Lane "," Jaeger Street","1169 Jaeger St, Columbus, OH 43206, USA","2024","06","SW","39.938952,-82.990718","114","Nursery Lane & Jaeger Street~1169 Jaeger St, Columbus, OH 43206, USA~2024-06~SW~39.938952,-82.990718~id-114.jpg"
"Nursery Lane "," Jaeger Street","1170 Jaeger St, Columbus, OH 43206, USA","2024","06","SE","39.938952,-82.990718","114","Nursery Lane & Jaeger Street~1170 Jaeger St, Columbus, OH 43206, USA~2024-06~SE~39.938952,-82.990718~id-114.jpg"
"Nursery Lane "," South Fourth Street","1141 S 4th St, Columbus, OH 43206, USA","2024","06","NW","39.939036,-82.992657","113","Nursery Lane & South Fourth Street~1141 S 4th St, Columbus, OH 43206, USA~2024-06~NW~39.939036,-82.992657~id-113.jpg"
"Nursery Lane "," South Fourth Street","1145 S 4th St, Columbus, OH 43206, USA","2024","06","NE","39.939036,-82.992657","113","Nursery Lane & South Fourth Street~1145 S 4th St, Columbus, OH 43206, USA~2024-06~NE~39.939036,-82.992657~id-113.jpg"
"Nursery Lane "," South Fourth Street","1145 S 4th St, Columbus, OH 43206, USA","2024","06","SW","39.939036,-82.992657","113","Nursery Lane & South Fourth Street~1145 S 4th St, Columbus, OH 43206, USA~2024-06~SW~39.939036,-82.992657~id-113.jpg"
"Nursery Lane "," South Fourth Street","129 Nursery Ln, Columbus, OH 43206, USA","2024","06","SE","39.939036,-82.992657","113","Nursery Lane & South Fourth Street~129 Nursery Ln, Columbus, OH 43206, USA~2024-06~SE~39.939036,-82.992657~id-113.jpg"
"Nursery Lane "," Unknown","1144 S 4th St, Columbus, OH 43206, USA","2024","06","NW","39.939013,-82.992306","115","Nursery Lane & Unknown~1144 S 4th St, Columbus, OH 43206, USA~2024-06~NW~39.939013,-82.992306~id-115.jpg"
"Oscar Alley "," East Blenkner Street","173 E Blenkner St, Columbus, OH 43206, USA","2019","09","SW","39.952189,-82.993815","233","Oscar Alley & East Blenkner Street~173 E Blenkner St, Columbus, OH 43206, USA~2019-09~SW~39.952189,-82.993815~id-233.jpg"
"Oscar Alley "," East Blenkner Street","511 Mohawk St, Columbus, OH 43206, USA","2019","09","NE","39.952189,-82.993815","233","Oscar Alley & East Blenkner Street~511 Mohawk St, Columbus, OH 43206, USA~2019-09~NE~39.952189,-82.993815~id-233.jpg"
"Oscar Alley "," East Blenkner Street","511 Mohawk St, Columbus, OH 43206, USA","2019","09","NW","39.952189,-82.993815","233","Oscar Alley & East Blenkner Street~511 Mohawk St, Columbus, OH 43206, USA~2019-09~NW~39.952189,-82.993815~id-233.jpg"
"Oscar Alley "," East Blenkner Street","515 Mohawk St, Columbus, OH 43206, USA","2019","09","SE","39.952189,-82.993815","233","Oscar Alley & East Blenkner Street~515 Mohawk St, Columbus, OH 43206, USA~2019-09~SE~39.952189,-82.993815~id-233.jpg"
"Oscar Alley "," East Livingston Avenue","175B E Livingston Ave, Columbus, OH 43215, USA","2019","09","NW","39.952569,-82.993792","232","Oscar Alley & East Livingston Avenue~175B E Livingston Ave, Columbus, OH 43215, USA~2019-09~NW~39.952569,-82.993792~id-232.jpg"
"Oscar Alley "," East Livingston Avenue","181 E Livingston Ave, Columbus, OH 43215, USA","2019","09","E","39.952569,-82.993792","232","Oscar Alley & East Livingston Avenue~181 E Livingston Ave, Columbus, OH 43215, USA~2019-09~E~39.952569,-82.993792~id-232.jpg"
"Oscar Alley "," Jackson Street","167 Jackson St, Columbus, OH 43206, USA","2024","06","SE","39.951714,-82.993849","231","Oscar Alley & Jackson Street~167 Jackson St, Columbus, OH 43206, USA~2024-06~SE~39.951714,-82.993849~id-231.jpg"
"Oscar Alley "," Jackson Street","170 Jackson St, Columbus, OH 43206, USA","2024","06","SW","39.951714,-82.993849","231","Oscar Alley & Jackson Street~170 Jackson St, Columbus, OH 43206, USA~2024-06~SW~39.951714,-82.993849~id-231.jpg"
"Oscar Alley "," Jackson Street","529 Mohawk St, Columbus, OH 43206, USA","2024","06","NE","39.951714,-82.993849","231","Oscar Alley & Jackson Street~529 Mohawk St, Columbus, OH 43206, USA~2024-06~NE~39.951714,-82.993849~id-231.jpg"
"Oscar Alley "," Jackson Street","529 Mohawk St, Columbus, OH 43206, USA","2024","06","NW","39.951714,-82.993849","231","Oscar Alley & Jackson Street~529 Mohawk St, Columbus, OH 43206, USA~2024-06~NW~39.951714,-82.993849~id-231.jpg"
"Purdy Alley "," Lansing Street","228 Lansing St, Columbus, OH 43206, USA","2020","11","NW","39.945417,-82.990966","282","Purdy Alley & Lansing Street~228 Lansing St, Columbus, OH 43206, USA~2020-11~NW~39.945417,-82.990966~id-282.jpg"
"Purdy Alley "," Lansing Street","229 Lansing St, Columbus, OH 43206, USA","2020","11","SE","39.945417,-82.990966","282","Purdy Alley & Lansing Street~229 Lansing St, Columbus, OH 43206, USA~2020-11~SE~39.945417,-82.990966~id-282.jpg"
"Purdy Alley "," Lansing Street","229 Lansing St, Columbus, OH 43206, USA","2020","11","SW","39.945417,-82.990966","282","Purdy Alley & Lansing Street~229 Lansing St, Columbus, OH 43206, USA~2020-11~SW~39.945417,-82.990966~id-282.jpg"
"Purdy Alley "," Lansing Street","856 Purdy Alley, Columbus, OH 43206, USA","2020","11","NE","39.945417,-82.990966","282","Purdy Alley & Lansing Street~856 Purdy Alley, Columbus, OH 43206, USA~2020-11~NE~39.945417,-82.990966~id-282.jpg"
"Purdy Alley "," Timbecker Lane","763 Purdy Alley, Columbus, OH 43206, USA","2015","08","NW","39.946495,-82.991162","331","Purdy Alley & Timbecker Lane~763 Purdy Alley, Columbus, OH 43206, USA~2015-08~NW~39.946495,-82.991162~id-331.jpg"
"Purdy Alley "," Timbecker Lane","763 Purdy Alley, Columbus, OH 43206, USA","2015","08","N","39.946495,-82.991162","331","Purdy Alley & Timbecker Lane~763 Purdy Alley, Columbus, OH 43206, USA~2015-08~N~39.946495,-82.991162~id-331.jpg"
"Purdy Alley "," Timbecker Lane","763 Purdy Alley, Columbus, OH 43206, USA","2015","08","S","39.946495,-82.991162","331","Purdy Alley & Timbecker Lane~763 Purdy Alley, Columbus, OH 43206, USA~2015-08~S~39.946495,-82.991162~id-331.jpg"
"Purdy Alley "," Timbecker Lane","763 Purdy Alley, Columbus, OH 43206, USA","2015","08","W","39.946495,-82.991162","331","Purdy Alley & Timbecker Lane~763 Purdy Alley, Columbus, OH 43206, USA~2015-08~W~39.946495,-82.991162~id-331.jpg"
"Purdy Alley "," Unknown","846 Purdy Alley, Columbus, OH 43206, USA","2024","06","SE","39.945755,-82.991024","284","Purdy Alley & Unknown~846 Purdy Alley, Columbus, OH 43206, USA~2024-06~SE~39.945755,-82.991024~id-284.jpg"
"Purdy Alley "," Unknown","873 Purdy Alley, Columbus, OH 43206, USA","2019","11","NE","39.945008,-82.990873","283","Purdy Alley & Unknown~873 Purdy Alley, Columbus, OH 43206, USA~2019-11~NE~39.945008,-82.990873~id-283.jpg"
"Purdy Alley "," Unknown","880 Purdy Alley, Columbus, OH 43206, USA","2019","11","SE","39.945008,-82.990873","283","Purdy Alley & Unknown~880 Purdy Alley, Columbus, OH 43206, USA~2019-11~SE~39.945008,-82.990873~id-283.jpg"
"Rader Alley "," East Beck Street","145 E Beck St, Columbus, OH 43206, USA","2020","11","SW","39.950792,-82.994215","86","Rader Alley & East Beck Street~145 E Beck St, Columbus, OH 43206, USA~2020-11~SW~39.950792,-82.994215~id-86.jpg"
